Tapix's enriched data,,,,,,,,,,,,,,,,,,,,,,
shopUid,merchantUid,name,shopType,categoryName,categoryLogo,tags,street,city ,zip ,country ,coordinatesType,lat,long,url,googlePlaceId,logo,co2FootprintValue,co2FootprintUnit,transactionTimestamp,sourceId,amount,currency
wufk4s4RAmauurl3P1sIwO,LLYXb4gB8akU8aLgdblWYb,Novotel,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{Accommodations,""Hotels And Guesthouses""}",Via Andrea Noale 291,Roma RM,155,IT,rooftop,41.913745,12.6179736,https://novotel.accor.com,https://www.google.com/maps/place/?q=place_id:ChIJz_xSuLV8LxMRmLRyOrJko38,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/LLYXb4gB8akU8aLgdblWYb/l,42.9,kg,2023-12-13T14:32:00.678+02:00,c67d17357c95254e4bc51ddad55d39015424e85a0e69afddcd260cdd61cbdc92,302.8,EUR
PfKYAkT2nuaNwqrHZJIzdZ,QRGPe2LMB11U58lqPveKQ5,Crowne Plaza,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{Accommodations,""Hotels And Guesthouses""}",Saint Nicholas Place 2,Liverpool,L31QW,GB,rooftop,53.40717,-2.9970982,https://www.ihg.com/crowneplaza,https://www.google.com/maps/place/?q=place_id:ChIJGzcupjIhe0gR-wQ9ozaOfO4,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/QRGPe2LMB11U58lqPveKQ5/l,183.88,kg,2024-06-09T12:03:00.321+01:00,ad00a027d3c6c573712391537736a50b6582554ce72d2af74cfe4df1ed54fdcf,1786.4,EUR
8D54lBvJvZMCq0b2DRLjLW,9gGqvQG9erYTEnPDnjVjlW,Butlers Chocolates,bricks,Groceries,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/151/l,"{""Delicatessen And Specialized Stores"",Chocolate}",Terminal 1,Dublin,K67 T6P6,IE,rooftop,53.4274291,-6.2455427,https://www.butlerschocolates.com,https://www.google.com/maps/place/?q=place_id:ChIJd4uuU7cRZ0gRWCywqtD6ZAs,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/9gGqvQG9erYTEnPDnjVjlW/l,1.3,kg,2023-04-05T12:16:00.432+01:00,8bc59ef6c9fcf15a266c6467e304466948a4cbf086ec3742473dca9cf69fec8b,3.9,EUR
PaM0z0EzeLkf1Jvob22BaQ,Zk1o0Y9Z82zImXpRgVnoPJ,Dundrum Car Parking,bricks,Car,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/139/l,{Parking},Sandyford Road,Dublin,D16X4K7,IE,rooftop,53.2862392,-6.2390518,https://www.dundrum.ie/parking/red-car-park,https://www.google.com/maps/place/?q=place_id:ChIJj887bdoJZ0gRePJ1j-YuleM,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Zk1o0Y9Z82zImXpRgVnoPJ/l,1.15,kg,2024-01-03T12:17:00.432+01:00,b33317aa7090ff9992e6aaa45ea3afdba68e81d9173083a94158fcc9ebe76a2a,3.25,EUR
bihFQYt2k51JAXSrndtUxh,mDnV2K810kluqWE47jBpgB,O'Briens Irish Sandwich Cafe,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,{Cafe},Jervis Street,Dublin 1,D01 P8N9,IE,rooftop,53.3486472,-6.265927,https://www.obriens.ie,https://www.google.com/maps/place/?q=place_id:ChIJtaidVIIOZ0gRgUNmSi-NnVQ,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/mDnV2K810kluqWE47jBpgB/l,1.37,kg,2023-09-30T12:18:00.432+01:00,bc8f67d15f44279e510d32f70062ad218ed2172aeb174d612fe98a3bb9d3c920,10.7,EUR
Q9BWpYN1yzzSerBDrbVXQp,QM0EaBzmJlbU3l7Agl21LB,Maxol,bricks,Car,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/139/l,"{""Gas Station"",""Car - Washing""}",Abbeydorney,Tralee,V92 YE97,IE,rooftop,52.3455583,-9.6874318,https://www.maxol.ie,https://www.google.com/maps/place/?q=place_id:ChIJEx9oBP_KWkgR0553sHQHWK4,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/QM0EaBzmJlbU3l7Agl21LB/l,62.68,kg,2024-02-11T12:19:00.432+01:00,4d345d4a2854a9285091c29918fe7aec953fcce889e349656d344510e15b3e5c,46.35,EUR
bPoPpwviCopxNyLMr4J5x8,QEeM293YY7msep5per3ZGN,Vodafone,bricks,Bills And Household,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/1484005/l,"{""Mobile And Data Services"",Subscription}",Via Lorenteggio 240,Milano,20147,IT,rooftop,45.447035,9.1232208,https://www.vodafone.it,https://www.google.com/maps/place/?q=place_id:ChIJ_4uSSDbChkcRxMKCokvTSt8,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/QEeM293YY7msep5per3ZGN/l,15.29,kg,2023-07-16T14:33:00.678+02:00,0b7803f149d1b70497c68723fc81a3f8409ff55d8176da410348efa8990d2dfd,100,EUR
rEKM5mek7GkfY5zGKX8W1D,MGZp5Dy10euaQYLXqKnJA,Spotify,online,Freetime,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/154/l,"{Music,""Shopping Online"",""Movies / Games / Music"",Subscription,""Online Freetime""}",,,,,,,,https://www.spotify.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/MGZp5Dy10euaQYLXqKnJA/l,1.49,kg,2024-05-24T14:15:00.543+02:00,68eaf75e26b232a1bcf24aad9addde44e3a1b73a50cf21791da39da999f02deb,18.95,EUR
pMeyQ9Xq1aNUZDXbK90LaG,MekbVQbnMAVhQD2yMJEnJy,Uber Eats,online,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,"{""Food - Order"",""Shopping Online"",""Online Food And Drink""}",,,,GB,,,,https://www.ubereats.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/MekbVQbnMAVhQD2yMJEnJy/l,13.47,kg,2023-11-29T12:04:00.321+01:00,83e43cd81704b536f2cc23e3f76226e1101698ff04a6b9d2f746bec421668889,52.65,EUR
7Er03ejMv8Zt42RjA3ydXR,jP7zNzKlymaFKBzEJXQM7a,Voi Scooters,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{""Public Transport"",""Local Transport"",Micromobility}",Via Meravigli 16,Milano,20121,IT,rooftop,45.4657852,9.1812766,https://www.voiscooters.com,https://www.google.com/maps/place/?q=place_id:ChIJHwCqqlPBhkcRDJ9p2EuK9Fo,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/jP7zNzKlymaFKBzEJXQM7a/l,0.99,kg,2024-08-31T14:34:00.678+02:00,02fb96357c2ec091f0272181d2566e1442bba83759da1dd0e752cc7b70753b89,3.2,EUR
5kZrb7qrbVVC5bRvkvqrKg,barWbzKbLRCooqPrD9oVz,Hilton,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{Accommodations,""Hotels And Guesthouses""}",Sahar Airport Road,Mumbai,400099,IN,rooftop,19.1044427,72.8707145,https://www.hiltonhotels.com,https://www.google.com/maps/place/?q=place_id:ChIJxwRMSyLO5zsRudODuSKThb8,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/barWbzKbLRCooqPrD9oVz/l,247.74,kg,2023-05-14T18:00:00.345+05:30,3178d69a7ef1aee74bea52271456e069b015a6bf6fde63c77595d06f00bf2440,259.7,EUR
SNOtkxF6ztcFuB4dbuM7T7,XaJ0zvYvGrniXejQkeYAqQ,Peek & Cloppenburg,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Clothing - Other""}",Bulevardul General Vasile Milea 4,București,61344,RO,rooftop,44.4302365,26.0532104,https://www.peek-cloppenburg.com,https://www.google.com/maps/place/?q=place_id:ChIJU7g2SNABskARwg1xR4h4Fh4,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/XaJ0zvYvGrniXejQkeYAqQ/l,24.47,kg,2024-04-17T14:33:00.123+02:00,00482bcbb7f574bad05010ba1c759e01c585087d1fc97e1a30d9587171b095be,46,EUR
HXgdtUlLU1LxFxLjimsmU0,zzWRzM4RXEMFMbrXWb1RAb,PAUL,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,"{Cafe,""Groceries - Other"",Bakery}",Bulevardul Alexandru Lăpușneanu 116C,Constanța,900419,RO,rooftop,44.2039823,28.63068,https://www.paul.ro,https://www.google.com/maps/place/?q=place_id:ChIJvfLWpQnwukAR8sFwT67tdXY,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/zzWRzM4RXEMFMbrXWb1RAb/l,3.19,kg,2023-06-01T14:34:00.123+02:00,3c997126cac91d3e097348f5e75b38af76b13de6eb2f0406e326f3765e32470a,24.85,EUR
0eqVdWDmuRZYTMwe9Meobv,bZ3AVy7z9m7tk4gEWEPbdv,Walmart,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Department Store""}",3721 E Thomas Rd,Phoenix,85018,US,rooftop,33.478722,-112.000982,https://www.walmart.com,https://www.google.com/maps/place/?q=place_id:ChIJ88sfF7UNK4cRLtwOZuMh6FI,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/bZ3AVy7z9m7tk4gEWEPbdv/l,13.16,kg,2024-07-15T07:01:00.789-04:00,3363fe41c4912ecc6f922a010ff3112d3e293a09b80e77e5887b382c8eb12da8,28.45,EUR
Ryj7L5EymLDHZEz7YdQ557,18Y1bo27EY8tM457LVbLdB,Dubai Golf,bricks,Sport,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/3653021748/l,"{Golf,""Sports Field"",""Sports Membership""}","Al Naseem street Emirates Golf Club, Al Thanyah 3, Hadaeq Mohammed Bin Rashid, Dubai",Dubai,128358,AE,rooftop,25.0853152,55.1598381,https://www.dubaigolf.com,https://www.google.com/maps/place/?q=place_id:ChIJHWIfwmFrXz4R1y80xJaY2vI,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/18Y1bo27EY8tM457LVbLdB/l,20.59,kg,2023-08-26T17:03:00.456+04:00,ffe405fdb4a770a482fc3cba3ddf63dbc3092b931a905719d3785e134447a6e6,44.2,EUR
kJ6kQIt2TQtecVjdbPwRe9,NgPGRyqGjNMTlBy3Z2jWeL,Mercadona,bricks,Groceries,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/151/l,{Hyper-Supermarket},Carrer de Mallorca 135,Barcelona,8036,ES,rooftop,41.3879577,2.1540838,https://www.mercadona.com,https://www.google.com/maps/place/?q=place_id:ChIJ_cQfj4WipBIRSs_U6GMAb9Q,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/NgPGRyqGjNMTlBy3Z2jWeL/l,9,kg,2024-02-08T14:45:00.654+02:00,60f9224978965c0cd0a9e8f5c44e29083f6452c0acb250b76fac55470cdd1d5e,28.4,EUR
75YaWvo4vq1f4Q5V1b7vYa,NgPGRyqGjNMTlBy3Z2jWeL,Mercadona,bricks,Groceries,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/151/l,{Hyper-Supermarket},Carrer del General Riera 20,Palma,7003,ES,rooftop,39.5803298,2.6486339,https://www.mercadona.com,https://www.google.com/maps/place/?q=place_id:ChIJGSrcpfeSlxIRu5Y_dKJYBkA,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/NgPGRyqGjNMTlBy3Z2jWeL/l,11.79,kg,2023-10-12T14:46:00.654+02:00,1e7c92ef1e04d82a19ad33f76c277a286e18ea5c1d1503cf8585342af56d7d7c,37.2,EUR
aBBX2vbL1BbIjN0brGjZ5,Vn0DK7Rr32ytRvEGPepR5X,H&M,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",Hagasmára 1,Kópavogur,201,IS,rooftop,64.1010327,-21.8834604,https://www.hm.com,https://www.google.com/maps/place/?q=place_id:ChIJ70GLNLMM1kgRH9MtFwPgVCE,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Vn0DK7Rr32ytRvEGPepR5X/l,17.34,kg,2024-01-09T11:00:00.765+00:00,eaac2d17973f52b6e8eb936515c66eb9403f5d4b0876a1ea800ae1a2696de338,32.6,EUR
l7aJqVWjWZAImZDPKkb17o,zzWRzM4RXEMFMbrXWb1RAb,PAUL,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,"{Cafe,""Groceries - Other"",Bakery}",BP 100,Thoiry,1710,FR,rooftop,46.2283824,5.9931102,https://www.paul.fr,https://www.google.com/maps/place/?q=place_id:ChIJJXCc5z6IjEcRhV0VSmw9Glw,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/zzWRzM4RXEMFMbrXWb1RAb/l,0.91,kg,2023-03-19T14:20:00.876+02:00,7296935b570efe5fea8e446ba40b59e85b59d825ce32962511f43cf0be8a6237,4.9,EUR
vPgko79BVR0Il7qG4g2prY,Xp4VAAVGyRlhDm5A9ko8r9,Target,bricks,Consumer Goods,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/156/l,"{""Department Store""}",2099 Skokie Valley Rd,Highland Park,60035-1728,US,rooftop,42.191676,-87.824965,https://www.target.com,https://www.google.com/maps/place/?q=place_id:EjMyMDk5IFNrb2tpZSBWYWxsZXkgUmQsIEhpZ2hsYW5kIFBhcmssIElMIDYwMDM1LCBVU0EiURJPCjQKMglJWQWMRcAPiBExrvSecrjJeBoeCxDuwe6hARoUChIJgQHcF6zBD4gRp3NePRtvGaEMELMQKhQKEglnYhxQP8APiBFiJKhHJ14ZKQ,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Xp4VAAVGyRlhDm5A9ko8r9/l,36.97,kg,2024-05-21T07:02:00.789-04:00,e07f8433ac15d875a979eeb35c01f39c2c8c8ba9159a7ef4abf20718266e3354,79.9,EUR
aB4M3do23qAt43X21AB1RA,VnZ0dpNVqD7hVv95r42DXr,Finnair,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{""Air Tickets"",""Long Distance Transport""}",Tietotie 9,Vantaa,1530,FI,rooftop,60.3091589,24.9643009,https://www.finnair.com,https://www.google.com/maps/place/?q=place_id:ChIJFzruB234jUYR6wuBmcfK3sw,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/VnZ0dpNVqD7hVv95r42DXr/l,2.33,kg,2023-09-25T15:00:00.987+03:00,217fb6e804c62fd3ac866f8f5dffcaf72c60d3b709adb50b7391376508ae56dc,3,EUR
pRqLpy5DvB7HkGWDprpBM3,NgPGRyqGjNMTlBy3Z2jWeL,Mercadona,bricks,Groceries,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/151/l,{Hyper-Supermarket},Calle del Doctor Ayela 7,Alicante (Alacant),3013,ES,rooftop,38.355536,-0.4784607,https://www.mercadona.com,https://www.google.com/maps/place/?q=place_id:ChIJ_a31z6c3Yg0RxGfB7-gWrsg,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/NgPGRyqGjNMTlBy3Z2jWeL/l,3.28,kg,2024-11-20T14:47:00.654+02:00,2c51b421772a2e3cc2d2cd1b60bd300c510b23310497752945d2c94c6d316a90,10.35,EUR
GbP6LYRZxbkVWamFnJQA4m,jA2V5Zl34dpU9GQ1WjGDK4,Lush,bricks,Beauty,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/148/l,"{""Beauty - Goods"",Sustainable}",Budapest,Budapest,1062,HU,rooftop,47.5124208,19.0581611,https://lush.com,https://www.google.com/maps/place/?q=place_id:ChIJF8gybwvcQUcRzRg5X3O753Q,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/jA2V5Zl34dpU9GQ1WjGDK4/l,1.47,kg,2024-02-27T13:47:00.456+01:00,7ac79147be6d4d6ac9be45db4d59b3d95e18941fea3f1d27f22b8d615a51786b,17.4,EUR
EKR8a8pgvQRTLEyQkp4zpk,qb8LjRnmLEninep8nnNR4L,VAN GRAAF,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{Luxury,""Clothing - Other""}",Váli utca 3,Budapest,1117,HU,rooftop,47.4758939,19.050152,https://www.vangraaf.com,https://www.google.com/maps/place/?q=place_id:ChIJDdwKZLLdQUcRC_FkAutDT7g,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/qb8LjRnmLEninep8nnNR4L/l,63.31,kg,2023-07-20T13:48:00.456+01:00,4c965fc1fe04b327c9f2572782487f4f8993f3b115f4568542c27e96f31c68f0,119,EUR
jBKXneMe9n0tBDvNbd2lJj,98RoXK50NrdIQzEkW8Pv2,Michael Kors,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",Santa Agnès de Malanyanes,Barcelona,8430,ES,rooftop,41.609324,2.342396,https://www.michaelkors.eu,https://www.google.com/maps/place/?q=place_id:ChIJwxlJW8rJpBIRwVaECMqMNos,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/98RoXK50NrdIQzEkW8Pv2/l,100.3,kg,2024-04-02T14:48:00.654+02:00,ab54233b764ce2ef64ed2876bcf738d859b35bca4020cd67864e1c5f7e2c44e5,145.8,EUR
jghE23Ua3rNi77YrH6qHFw,2YVdX9Yq9KptlMKaLgV9v7,y,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Accessories"",Luxury,Handbags,""Leather Haberdashery""}",Calea 13 Septembrie 90,București,50726,RO,rooftop,44.4254929,26.076827,https://www.louisvuitton.com,https://www.google.com/maps/place/?q=place_id:ChIJU4XwrXr_sUAR8iGYIrI_Q64,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/2YVdX9Yq9KptlMKaLgV9v7/l,1188.07,kg,2023-01-26T14:35:00.123+02:00,4a102e90b62e8a0e3a627f7c1f60d0745f05e9ab9384bd17d9e26711dc6f77d0,2233.2,EUR
kJza2NBxeVLKumyRDmvWbo,GrZ9byKdv3YcaeXBdmevo7,Intimissimi,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{Underwear,""Clothing - Other""}",Váci út 1-3,Budapest,1062,HU,rooftop,47.5129483,19.0582668,https://www.intimissimi.com,https://www.google.com/maps/place/?q=place_id:ChIJ6xl_7AzcQUcRo0upG8GfOZE,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/GrZ9byKdv3YcaeXBdmevo7/l,43.76,kg,2024-03-14T13:49:00.456+01:00,10509dc6b84cff88c661967794f0faef5c7aafa19bdfea8d668b2f21322fcf60,82.25,EUR
gfqYECm51ZYly5WJ4TQnPG,98RoXK50NrdIQzEkW8Pv2,Michael Kors,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{""Fashion Chain - Mix""}",Unit 49/50,Nurney Road,R51 R265,IE,rooftop,53.1542614,-6.9164737,https://www.michaelkors.eu,https://www.google.com/maps/place/?q=place_id:ChIJ4dQJ3Eh5XUgRpy7LH6KzbdI,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/98RoXK50NrdIQzEkW8Pv2/l,119.46,kg,2023-05-07T12:20:00.432+01:00,3877bd8827ef262838bc6fd22003423266f74bfabb94ab892345fdb541205f84,224.55,EUR
dWvWWMdXKJLhpP3VQJqYnW,dQkjLXRlzQAFARLXRMVBVG,Just GYM,bricks,Sport,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/3653021748/l,"{""Fitness / Bodybuilding"",""Sports Field""}",Szwajcarska 14,Poznań,61-285,PL,rooftop,52.3824188,16.994769,https://justgym.pl,https://www.google.com/maps/place/?q=place_id:ChIJ42RuKcpbBEcRhd8ivw60E20,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/dQkjLXRlzQAFARLXRMVBVG/l,4.49,kg,2024-08-21T13:53:00.789+01:00,7abceaca2e263afcdfdc0ec32f665053e1888105f1d8b984526471bf9579e3f8,15.25,EUR
BnXBMq7NrBjCBk9JM0WNdd,vPpV31d10Q9iEE70DRDe2g,Coffee Fellows,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,{Cafe},Willy-Brandt-Platz 12,Erfurt,99084,DE,rooftop,50.9724361,11.0381363,https://www.coffee-fellows.com,https://www.google.com/maps/place/?q=place_id:ChIJV03B87hypEcR9Nqx5gFHFS8,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/vPpV31d10Q9iEE70DRDe2g/l,1.43,kg,2023-12-29T14:03:00.456+02:00,dfdd62ed28d2f3d6658564858e83bd8e11230aeb244afec4ed9149ba628bec41,7.7,EUR
X0dz3PgyzVoi4aB25GLX8R,yA72P5n8LYRSjZA5Ml0KbK,Tezenis,bricks,Fashion,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/150/l,"{Underwear,""Clothing - Other""}",Vasvári Pál utca 1,Győr,9024,HU,rooftop,47.6692745,17.6512843,https://www.tezenis.com,https://www.google.com/maps/place/?q=place_id:ChIJuzku3nfAa0cRP0rXc8gfNyU,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/yA72P5n8LYRSjZA5Ml0KbK/l,12.87,kg,2024-10-04T13:50:00.456+01:00,1423b1c580a30633b83b2a27842e1b69ff18b6e9bcfa8ce1b9e65f3d3753000d,24.2,EUR
Nann9pjzCrHEADEhJRmKwU,71f127ec810c4f459a21c9,MyFitness,bricks,Sport,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/3653021748/l,"{""Fitness / Bodybuilding"",""Sports Field""}",A. H. Tammsaare tee 104a,Tallinn,12918,EE,rooftop,59.4086285,24.6877385,https://www.myfitness.ee,https://www.google.com/maps/place/?q=place_id:ChIJr5BnT_iUkkYRzDc6ngPYlKU,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/71f127ec810c4f459a21c9/l,1.72,kg,2023-04-06T15:00:00.234+03:00,fb7de49c4c1ca0a572e4881ae5d78dacd0026b5c8ea645396eab68ce5a05730f,5.85,EUR
NgKZr4a1EMkU5YyV1y2JPr,Q7RyDgvldgMfL8yjvdmK8A,LogPay,bricks,Financial Services,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/152/l,"{""Various Financial Services""}",Schwalbacher Straße,Eschborn,65760,DE,rooftop,50.1436706,8.5574391,https://www.logpay.de/,https://www.google.com/maps/place/?q=place_id:ChIJcWPmeW-nvUcRieltb3IE5XY,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/Q7RyDgvldgMfL8yjvdmK8A/l,0.3,kg,2024-03-03T14:04:00.456+02:00,50650b08717b10a7b01d6739fe876c4f6d8ec66fc06a7f0223b27f6a3283984e,7.55,EUR
nj7nd2lV24frjB0Ak1RZb,barWbzKbLRCooqPrD9oVz,Hilton,bricks,Travel,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/140/l,"{Accommodations,""Hotels And Guesthouses""}",Sheikh Zayed Road,Dubai,414114,AE,rooftop,25.1846827,55.2550726,https://www.hiltonhotels.com,https://www.google.com/maps/place/?q=place_id:ChIJGby4pNtpXz4RBWuG57JncIE,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/barWbzKbLRCooqPrD9oVz/l,293.08,kg,2023-07-13T17:04:00.456+04:00,5ef55b80412d32449334d55296a01069d96b710750854b76e46501a25b0f95d8,307.23,EUR
qxThfUpnQ2ZctRzMIkfJet,yoqE11eNDaBi0pMZZy43RB,Vapiano,bricks,Food And Drink,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/147/l,"{Restaurant,""Italian Restaurant / Pizzeria""}",شارع الإمارات,Dubai,P. O. BOX 31166,AE,rooftop,25.1971277,55.2762156,https://www.vapiano.com/,https://www.google.com/maps/place/?q=place_id:ChIJ1eq0foJCXz4Rh-8A5oLlIJk,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/yoqE11eNDaBi0pMZZy43RB/l,24.81,kg,2024-09-08T17:05:00.456+04:00,394ec778042fe590abbbc4866024bb79c75b4e1390e4960d5bf39315183474e1,45.85,EUR
rEKM5mek7GkfY5zGKX8W1D,MGZp5Dy10euaQYLXqKnJA,Spotify,online,Freetime,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/154/l,"{Music,""Shopping Online"",""Movies / Games / Music"",Subscription,""Online Freetime""}",,,,,,,,https://www.spotify.com,,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/MGZp5Dy10euaQYLXqKnJA/l,1.84,kg,2023-02-20T14:16:00.543+02:00,7e59efd25aef245e448e156bf67aca34432fb64f61baa72f6362e600312263d5,23.5,EUR
1za3ElVGmAPuoLY5dW5V5E,7e8A5naZYkPTJPgvjPyogq,Shell,bricks,Car,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/139/l,"{""Gas Station""}",Egnatia Odo,Provatas,62100,GR,rooftop,41.0634375,23.3518125,https://www.shell.com/change-country.html,https://www.google.com/maps/place/?q=place_id:EiAzOTcyKzlQLCBQcm92YXRhcyA2MjEgMDAsIEdyZWVjZSImOiQKCg2HyHkYFS006w0QChoUChIJ0cQhBNifqRQRyqlz4T7SuMU,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/7e8A5naZYkPTJPgvjPyogq/l,87.23,kg,2024-11-26T15:30:00.345+03:00,3be644843b78b6e2fd1793adb3f0aaaeec024737151a10fa5340604f05160d1d,64.5,EUR
n579mlP1ejltJaevvXll1W,eqNpZrba3XKSLXDZdk8QYa,Douglas,bricks,Beauty,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/148/l,"{""Cosmetics / Perfumery""}",Schuchardstraße 11-13,Darmstadt,64283,DE,rooftop,49.8716809,8.6522314,https://www.douglas.de,https://www.google.com/maps/place/?q=place_id:ChIJQ8_ZW2NwvUcRn07Y26MY4Wc,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/eqNpZrba3XKSLXDZdk8QYa/l,2.89,kg,2023-04-18T14:05:00.456+02:00,b144bec3fbfee772d9c40819903d4b2762d49696b3001a03c12eba2b42e76987,39.35,EUR
Kz952MJ9GpdT9MXm8gQD9y,eqNpZrba3XKSLXDZdk8QYa,Douglas,bricks,Beauty,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/category/148/l,"{""Cosmetics / Perfumery""}",Stern-Center 1-10,Potsdam,14480,DE,rooftop,52.3710116,13.1346575,https://www.douglas.de,https://www.google.com/maps/place/?q=place_id:ChIJpW1MSmZfqEcRYHlNI8go3Fw,https://s3.eu-central-1.amazonaws.com/files.node-prod.dateio.cz/m/eqNpZrba3XKSLXDZdk8QYa/l,3.24,kg,2024-02-22T14:06:00.456+02:00,52622e6d25081df361e10d235acddc18f746c23ef501746ee47ca3cd9e975070,44.2,EUR
